Year,City,Host_Country,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1980,Moscow,RUS,Fencing,Fencing,"ROMANKOV, Aleksander",URS,Men,Foil Team,Silver
1980,Moscow,RUS,Fencing,Fencing,"RUZIEV, Sabirzhan",URS,Men,Foil Team,Silver
1980,Moscow,RUS,Fencing,Fencing,"SMIRNOV, Vladimir",URS,Men,Foil Team,Silver
1980,Moscow,RUS,Fencing,Fencing,"KOVACS, Edit",HUN,Women,Foil Team,Bronze
1980,Moscow,RUS,Fencing,Fencing,"MAROS, Magda",HUN,Women,Foil Team,Bronze
1980,Moscow,RUS,Fencing,Fencing,"SCHWARCZENBERGER, Ildiko",HUN,Women,Foil Team,Bronze
1980,Moscow,RUS,Fencing,Fencing,"STEFANEK, Gertrud",HUN,Women,Foil Team,Bronze
1980,Moscow,RUS,Fencing,Fencing,"SZOCS, Zsuzsa",HUN,Women,Foil Team,Bronze
1980,Moscow,RUS,Fencing,Fencing,"BEGARD, Isabelle",FRA,Women,Foil Team,Gold
1980,Moscow,RUS,Fencing,Fencing,"BROUQUIER, Veronique",FRA,Women,Foil Team,Gold
1980,Moscow,RUS,Fencing,Fencing,"LATRILLE-GAUDIN, Brigitte",FRA,Women,Foil Team,Gold
1980,Moscow,RUS,Fencing,Fencing,"MUZIO, Christine",FRA,Women,Foil Team,Gold
1980,Moscow,RUS,Fencing,Fencing,"TRINQUET-HACHIN, Pascale",FRA,Women,Foil Team,Gold
1980,Moscow,RUS,Fencing,Fencing,"GILIAZOVA, Nailia",URS,Women,Foil Team,Silver
1980,Moscow,RUS,Fencing,Fencing,"NOVIKOVA-BELOVA, Elena",URS,Women,Foil Team,Silver
1980,Moscow,RUS,Fencing,Fencing,"SIDOROVA, Valentina",URS,Women,Foil Team,Silver
1980,Moscow,RUS,Fencing,Fencing,"TSAGARAEVA, Larisa",URS,Women,Foil Team,Silver
1980,Moscow,RUS,Fencing,Fencing,"USHAKOVA, Irina",URS,Women,Foil Team,Silver
1980,Moscow,RUS,Fencing,Fencing,"GEDOVARI, Imre",HUN,Men,Sabre Individual,Bronze
1980,Moscow,RUS,Fencing,Fencing,"KROVOPUSKOV, Viktor",URS,Men,Sabre Individual,Gold
1980,Moscow,RUS,Fencing,Fencing,"BURTSEV, Mikhail",URS,Men,Sabre Individual,Silver
1980,Moscow,RUS,Fencing,Fencing,"GEDOVARI, Imre",HUN,Men,Sabre Team,Bronze
1980,Moscow,RUS,Fencing,Fencing,"GEREVICH, Pal",HUN,Men,Sabre Team,Bronze
1980,Moscow,RUS,Fencing,Fencing,"HAMMANG, Ferenc",HUN,Men,Sabre Team,Bronze
1980,Moscow,RUS,Fencing,Fencing,"NEBALD, György",HUN,Men,Sabre Team,Bronze
1980,Moscow,RUS,Fencing,Fencing,"NEBALD, Rudolf",HUN,Men,Sabre Team,Bronze
1980,Moscow,RUS,Fencing,Fencing,"ALEKHIN, Nikolai",URS,Men,Sabre Team,Gold
1980,Moscow,RUS,Fencing,Fencing,"BURTSEV, Mikhail",URS,Men,Sabre Team,Gold
1980,Moscow,RUS,Fencing,Fencing,"KROVOPUSKOV, Viktor",URS,Men,Sabre Team,Gold
1980,Moscow,RUS,Fencing,Fencing,"NAZLYMOV, Vladimir",URS,Men,Sabre Team,Gold
1980,Moscow,RUS,Fencing,Fencing,"SIDYAK, Viktor",URS,Men,Sabre Team,Gold
1980,Moscow,RUS,Fencing,Fencing,"MAFFEI, Michele",ITA,Men,Sabre Team,Silver
1980,Moscow,RUS,Fencing,Fencing,"MEGLIO, Ferdinando",ITA,Men,Sabre Team,Silver
1980,Moscow,RUS,Fencing,Fencing,"MONTANO, Mario Aldo",ITA,Men,Sabre Team,Silver
1980,Moscow,RUS,Fencing,Fencing,"ROMANO, Marco",ITA,Men,Sabre Team,Silver
1980,Moscow,RUS,Fencing,Fencing,"SCALZO, Giovanni",ITA,Men,Sabre Team,Silver
1980,Moscow,RUS,Football,Football,"ANDREEV, Sergei",URS,Men,Football,Bronze
1980,Moscow,RUS,Football,Football,"BALTACHA, Sergei",URS,Men,Football,Bronze
1980,Moscow,RUS,Football,Football,"BESSONOV, Vladimir",URS,Men,Football,Bronze
1980,Moscow,RUS,Football,Football,"CHELEBADZE, Revaz",URS,Men,Football,Bronze
1980,Moscow,RUS,Football,Football,"CHERENKOV, Fiodor",URS,Men,Football,Bronze
1980,Moscow,RUS,Football,Football,"CHIVADZE, Aleksandr",URS,Men,Football,Bronze
1980,Moscow,RUS,Football,Football,"DASAEV, Rinat",URS,Men,Football,Bronze
1980,Moscow,RUS,Football,Football,"GAVRILOV, Yuri",URS,Men,Football,Bronze
1980,Moscow,RUS,Football,Football,"GAZZAEV, Valeri",URS,Men,Football,Bronze
1980,Moscow,RUS,Football,Football,"KHIDIATULLIN, Vagiz",URS,Men,Football,Bronze
1980,Moscow,RUS,Football,Football,"NIKULIN, Sergei",URS,Men,Football,Bronze
1980,Moscow,RUS,Football,Football,"OGANESIAN, Khoren",URS,Men,Football,Bronze
1980,Moscow,RUS,Football,Football,"PILGUI, Vladimir",URS,Men,Football,Bronze
1980,Moscow,RUS,Football,Football,"PROKOPENKO, Aleksandr",URS,Men,Football,Bronze
1980,Moscow,RUS,Football,Football,"ROMANTSEV, Oleg",URS,Men,Football,Bronze
1980,Moscow,RUS,Football,Football,"SHAVLO, Sergei",URS,Men,Football,Bronze
1980,Moscow,RUS,Football,Football,"SULAKVELIDZE, Tengiz",URS,Men,Football,Bronze
1980,Moscow,RUS,Football,Football,"BERGER, Jan",TCH,Men,Football,Gold
1980,Moscow,RUS,Football,Football,"KUNZO, Frantisek",TCH,Men,Football,Gold
1980,Moscow,RUS,Football,Football,"LICKA, Werner",TCH,Men,Football,Gold
1980,Moscow,RUS,Football,Football,"MACELA, Ludek",TCH,Men,Football,Gold
1980,Moscow,RUS,Football,Football,"MAZURA, Josef",TCH,Men,Football,Gold
1980,Moscow,RUS,Football,Football,"NEMEC, Petr",TCH,Men,Football,Gold
1980,Moscow,RUS,Football,Football,"NETOLICHKA, Jaroslav",TCH,Men,Football,Gold
1980,Moscow,RUS,Football,Football,"POKLUDA, Lubos",TCH,Men,Football,Gold
1980,Moscow,RUS,Football,Football,"RADIMEC, Libor",TCH,Men,Football,Gold
1980,Moscow,RUS,Football,Football,"ROTT, Oldrich",TCH,Men,Football,Gold
1980,Moscow,RUS,Football,Football,"RYGEL, Zdenek",TCH,Men,Football,Gold
1980,Moscow,RUS,Football,Football,"SEMAN, Stanislav",TCH,Men,Football,Gold
1980,Moscow,RUS,Football,Football,"SREINER, Zdenek",TCH,Men,Football,Gold
1980,Moscow,RUS,Football,Football,"STAMBACHR, Frantisek",TCH,Men,Football,Gold
1980,Moscow,RUS,Football,Football,"SVOBODA, Jindrich",TCH,Men,Football,Gold
1980,Moscow,RUS,Football,Football,"VACLAVICEK, Rostislav",TCH,Men,Football,Gold
1980,Moscow,RUS,Football,Football,"VIZEK, Ladislav",TCH,Men,Football,Gold
1980,Moscow,RUS,Football,Football,"BAHRINGER, Jurgen",GDR,Men,Football,Silver
1980,Moscow,RUS,Football,Football,"BAUM, Frank",GDR,Men,Football,Silver
1980,Moscow,RUS,Football,Football,"HOUSE, Lothar",GDR,Men,Football,Silver
1980,Moscow,RUS,Football,Football,"JAKUBOWSKI, Bernd",GDR,Men,Football,Silver
1980,Moscow,RUS,Football,Football,"KUHN, Dieter",GDR,Men,Football,Silver
1980,Moscow,RUS,Football,Football,"LIEBERS, Matthias",GDR,Men,Football,Silver
1980,Moscow,RUS,Football,Football,"MULLER, Matthias",GDR,Men,Football,Silver
1980,Moscow,RUS,Football,Football,"NETZ, Wolf-Rudiger",GDR,Men,Football,Silver
1980,Moscow,RUS,Football,Football,"PETER, Werner",GDR,Men,Football,Silver
1980,Moscow,RUS,Football,Football,"RUDWALEIT, Bodo",GDR,Men,Football,Silver
1980,Moscow,RUS,Football,Football,"SCHNUPHASE, Rudiger",GDR,Men,Football,Silver
1980,Moscow,RUS,Football,Football,"STEINBACH, Wolfgang",GDR,Men,Football,Silver
1980,Moscow,RUS,Football,Football,"TERLETZKI, Frank",GDR,Men,Football,Silver
1980,Moscow,RUS,Football,Football,"TRAUTMANN, Andreas",GDR,Men,Football,Silver
1980,Moscow,RUS,Football,Football,"TRIELOFF, Norbert",GDR,Men,Football,Silver
1980,Moscow,RUS,Football,Football,"UHLIG, Frank",GDR,Men,Football,Silver
1980,Moscow,RUS,Football,Football,"ULLRICH, Artur",GDR,Men,Football,Silver
1980,Moscow,RUS,Gymnastics,Artistic G.,"SHAPOSHNIKOVA, Natalia",URS,Women,Balance Beam,Bronze
1980,Moscow,RUS,Gymnastics,Artistic G.,"COMANECI, Nadia",ROU,Women,Balance Beam,Gold
1980,Moscow,RUS,Gymnastics,Artistic G.,"DAVYDOVA, Elena",URS,Women,Balance Beam,Silver
1980,Moscow,RUS,Gymnastics,Artistic G.,"DITYATIN, Aleksandr",URS,Men,Floor Exercises,Bronze
1980,Moscow,RUS,Gymnastics,Artistic G.,"BRÜCKNER, Roland",GDR,Men,Floor Exercises,Gold
1980,Moscow,RUS,Gymnastics,Artistic G.,"ANDRIANOV, Nikolay",URS,Men,Floor Exercises,Silver
1980,Moscow,RUS,Gymnastics,Artistic G.,"GNAUCK, Maxi",GDR,Women,Floor Exercises,Bronze
1980,Moscow,RUS,Gymnastics,Artistic G.,"SHAPOSHNIKOVA, Natalia",URS,Women,Floor Exercises,Bronze
1980,Moscow,RUS,Gymnastics,Artistic G.,"COMANECI, Nadia",ROU,Women,Floor Exercises,Gold
1980,Moscow,RUS,Gymnastics,Artistic G.,"KIM, Nelli",URS,Women,Floor Exercises,Gold
1980,Moscow,RUS,Gymnastics,Artistic G.,"ANDRIANOV, Nikolay",URS,Men,Horizontal Bar,Bronze
1980,Moscow,RUS,Gymnastics,Artistic G.,"DELTCHEV, Stoyan",BUL,Men,Horizontal Bar,Gold
1980,Moscow,RUS,Gymnastics,Artistic G.,"DITYATIN, Aleksandr",URS,Men,Horizontal Bar,Silver
1980,Moscow,RUS,Gymnastics,Artistic G.,"DELTCHEV, Stoyan",BUL,Men,Individual All-Round,Bronze
1980,Moscow,RUS,Gymnastics,Artistic G.,"DITYATIN, Aleksandr",URS,Men,Individual All-Round,Gold
1980,Moscow,RUS,Gymnastics,Artistic G.,"ANDRIANOV, Nikolay",URS,Men,Individual All-Round,Silver
1980,Moscow,RUS,Gymnastics,Artistic G.,"DAVYDOVA, Elena",URS,Women,Individual All-Round,Gold
1980,Moscow,RUS,Gymnastics,Artistic G.,"COMANECI, Nadia",ROU,Women,Individual All-Round,Silver
1980,Moscow,RUS,Gymnastics,Artistic G.,"GNAUCK, Maxi",GDR,Women,Individual All-Round,Silver
1980,Moscow,RUS,Gymnastics,Artistic G.,"BRÜCKNER, Roland",GDR,Men,Parallel Bars,Bronze
1980,Moscow,RUS,Gymnastics,Artistic G.,"TKACHEV, Aleksandr",URS,Men,Parallel Bars,Gold
1980,Moscow,RUS,Gymnastics,Artistic G.,"DITYATIN, Aleksandr",URS,Men,Parallel Bars,Silver
1980,Moscow,RUS,Gymnastics,Artistic G.,"NIKOLAY, Michael",GDR,Men,Pommel Horse,Bronze
1980,Moscow,RUS,Gymnastics,Artistic G.,"MAGYAR, Zoltan",HUN,Men,Pommel Horse,Gold
1980,Moscow,RUS,Gymnastics,Artistic G.,"DITYATIN, Aleksandr",URS,Men,Pommel Horse,Silver
1980,Moscow,RUS,Gymnastics,Artistic G.,"TABAK, Jiri",TCH,Men,Rings,Bronze
1980,Moscow,RUS,Gymnastics,Artistic G.,"DITYATIN, Aleksandr",URS,Men,Rings,Gold
1980,Moscow,RUS,Gymnastics,Artistic G.,"TKACHEV, Aleksandr",URS,Men,Rings,Silver
1980,Moscow,RUS,Gymnastics,Artistic G.,"DONATH, Ferenc",HUN,Men,Team Competition,Bronze
1980,Moscow,RUS,Gymnastics,Artistic G.,"GUCZOGHY, György",HUN,Men,Team Competition,Bronze
1980,Moscow,RUS,Gymnastics,Artistic G.,"KELEMEN, Zoltan",HUN,Men,Team Competition,Bronze
1980,Moscow,RUS,Gymnastics,Artistic G.,"KOVACS, Peter",HUN,Men,Team Competition,Bronze
1980,Moscow,RUS,Gymnastics,Artistic G.,"MAGYAR, Zoltan",HUN,Men,Team Competition,Bronze
1980,Moscow,RUS,Gymnastics,Artistic G.,"VAMOS, Istvan",HUN,Men,Team Competition,Bronze
1980,Moscow,RUS,Gymnastics,Artistic G.,"ANDRIANOV, Nikolay",URS,Men,Team Competition,Gold
1980,Moscow,RUS,Gymnastics,Artistic G.,"AZARIAN, Eduard",URS,Men,Team Competition,Gold
1980,Moscow,RUS,Gymnastics,Artistic G.,"DITYATIN, Aleksandr",URS,Men,Team Competition,Gold
1980,Moscow,RUS,Gymnastics,Artistic G.,"MAKUTS, Bogdan",URS,Men,Team Competition,Gold
1980,Moscow,RUS,Gymnastics,Artistic G.,"MARKELOV, Vladimir",URS,Men,Team Competition,Gold
1980,Moscow,RUS,Gymnastics,Artistic G.,"TKACHEV, Aleksandr",URS,Men,Team Competition,Gold
1980,Moscow,RUS,Gymnastics,Artistic G.,"BRONST, Andreas",GDR,Men,Team Competition,Silver
1980,Moscow,RUS,Gymnastics,Artistic G.,"BRÜCKNER, Roland",GDR,Men,Team Competition,Silver
1980,Moscow,RUS,Gymnastics,Artistic G.,"HEMMANN, Ralf-Peter",GDR,Men,Team Competition,Silver
1980,Moscow,RUS,Gymnastics,Artistic G.,"HOFFMANN, Lutz",GDR,Men,Team Competition,Silver
1980,Moscow,RUS,Gymnastics,Artistic G.,"MACK, Lutz",GDR,Men,Team Competition,Silver
1980,Moscow,RUS,Gymnastics,Artistic G.,"NIKOLAY, Michael",GDR,Men,Team Competition,Silver
1980,Moscow,RUS,Gymnastics,Artistic G.,"GNAUCK, Maxi",GDR,Women,Team Competition,Bronze
1980,Moscow,RUS,Gymnastics,Artistic G.,"HINDORFF, Silvia",GDR,Women,Team Competition,Bronze
1980,Moscow,RUS,Gymnastics,Artistic G.,"KRÄKER, Steffi",GDR,Women,Team Competition,Bronze
1980,Moscow,RUS,Gymnastics,Artistic G.,"RENSCH, Katharina",GDR,Women,Team Competition,Bronze
1980,Moscow,RUS,Gymnastics,Artistic G.,"SUBE, Karola",GDR,Women,Team Competition,Bronze
1980,Moscow,RUS,Gymnastics,Artistic G.,"SÜSS, Birgit",GDR,Women,Team Competition,Bronze
1980,Moscow,RUS,Gymnastics,Artistic G.,"DAVYDOVA, Elena",URS,Women,Team Competition,Gold
1980,Moscow,RUS,Gymnastics,Artistic G.,"FILATOVA, Maria",URS,Women,Team Competition,Gold
1980,Moscow,RUS,Gymnastics,Artistic G.,"KIM, Nelli",URS,Women,Team Competition,Gold
1980,Moscow,RUS,Gymnastics,Artistic G.,"NAIMUSHINA, Elena",URS,Women,Team Competition,Gold
1980,Moscow,RUS,Gymnastics,Artistic G.,"SHAPOSHNIKOVA, Natalia",URS,Women,Team Competition,Gold
1980,Moscow,RUS,Gymnastics,Artistic G.,"ZAKHAROVA, Stella",URS,Women,Team Competition,Gold
1980,Moscow,RUS,Gymnastics,Artistic G.,"COMANECI, Nadia",ROU,Women,Team Competition,Silver
1980,Moscow,RUS,Gymnastics,Artistic G.,"DUNKA, Rodica",ROU,Women,Team Competition,Silver
1980,Moscow,RUS,Gymnastics,Artistic G.,"EBERLE, Emilia",ROU,Women,Team Competition,Silver
1980,Moscow,RUS,Gymnastics,Artistic G.,"GRIGORAS, Cristina Elena",ROU,Women,Team Competition,Silver
1980,Moscow,RUS,Gymnastics,Artistic G.,"RÜHN, Melita",ROU,Women,Team Competition,Silver
1980,Moscow,RUS,Gymnastics,Artistic G.,"TURNER, Dumitrita",ROU,Women,Team Competition,Silver
1980,Moscow,RUS,Gymnastics,Artistic G.,"FILATOVA, Maria",URS,Women,Uneven Bars,Bronze
1980,Moscow,RUS,Gymnastics,Artistic G.,"KRÄKER, Steffi",GDR,Women,Uneven Bars,Bronze
1980,Moscow,RUS,Gymnastics,Artistic G.,"RÜHN, Melita",ROU,Women,Uneven Bars,Bronze
1980,Moscow,RUS,Gymnastics,Artistic G.,"GNAUCK, Maxi",GDR,Women,Uneven Bars,Gold
1980,Moscow,RUS,Gymnastics,Artistic G.,"EBERLE, Emilia",ROU,Women,Uneven Bars,Silver
1980,Moscow,RUS,Gymnastics,Artistic G.,"BRÜCKNER, Roland",GDR,Men,Vault,Bronze
1980,Moscow,RUS,Gymnastics,Artistic G.,"ANDRIANOV, Nikolay",URS,Men,Vault,Gold
1980,Moscow,RUS,Gymnastics,Artistic G.,"DITYATIN, Aleksandr",URS,Men,Vault,Silver
1980,Moscow,RUS,Gymnastics,Artistic G.,"RÜHN, Melita",ROU,Women,Vault,Bronze
1980,Moscow,RUS,Gymnastics,Artistic G.,"SHAPOSHNIKOVA, Natalia",URS,Women,Vault,Gold
1980,Moscow,RUS,Gymnastics,Artistic G.,"KRÄKER, Steffi",GDR,Women,Vault,Silver
1980,Moscow,RUS,Handball,Handball,"BIRTALAN, Stefan",ROU,Men,Handball,Bronze
1980,Moscow,RUS,Handball,Handball,"BOROS, Iosif",ROU,Men,Handball,Bronze
1980,Moscow,RUS,Handball,Handball,"COSMA, Adrian",ROU,Men,Handball,Bronze
1980,Moscow,RUS,Handball,Handball,"DRAGANITA, Cezar",ROU,Men,Handball,Bronze
1980,Moscow,RUS,Handball,Handball,"DUMITRU, Marian",ROU,Men,Handball,Bronze
1980,Moscow,RUS,Handball,Handball,"DURAU, Cornel",ROU,Men,Handball,Bronze
1980,Moscow,RUS,Handball,Handball,"FOLKER, Alexandru",ROU,Men,Handball,Bronze
1980,Moscow,RUS,Handball,Handball,"IONESCU, Claudiu Eugen",ROU,Men,Handball,Bronze
1980,Moscow,RUS,Handball,Handball,"MUNTEANU, Nicolae",ROU,Men,Handball,Bronze
1980,Moscow,RUS,Handball,Handball,"STINGA, Vasile",ROU,Men,Handball,Bronze
1980,Moscow,RUS,Handball,Handball,"VASILACHE, Lucian",ROU,Men,Handball,Bronze
1980,Moscow,RUS,Handball,Handball,"VASILCA, Neculai",ROU,Men,Handball,Bronze
1980,Moscow,RUS,Handball,Handball,"VOINEA, Maricel",ROU,Men,Handball,Bronze
1980,Moscow,RUS,Handball,Handball,"VOINEA, Radu",ROU,Men,Handball,Bronze
1980,Moscow,RUS,Handball,Handball,"BEYER, Hans-Georg",GDR,Men,Handball,Gold
1980,Moscow,RUS,Handball,Handball,"DOERING, Lothar",GDR,Men,Handball,Gold
1980,Moscow,RUS,Handball,Handball,"DREIBRODT, Gunter",GDR,Men,Handball,Gold
1980,Moscow,RUS,Handball,Handball,"GERLACH, Ernst",GDR,Men,Handball,Gold
1980,Moscow,RUS,Handball,Handball,"GRUNER, Klaus",GDR,Men,Handball,Gold
1980,Moscow,RUS,Handball,Handball,"HOFT, Rainer",GDR,Men,Handball,Gold
1980,Moscow,RUS,Handball,Handball,"JAUNICH, Hans-Georg",GDR,Men,Handball,Gold
1980,Moscow,RUS,Handball,Handball,"KRUGER, Hartmut",GDR,Men,Handball,Gold
1980,Moscow,RUS,Handball,Handball,"ROST, Peter",GDR,Men,Handball,Gold
1980,Moscow,RUS,Handball,Handball,"SCHMIDT, Dietmar",GDR,Men,Handball,Gold
1980,Moscow,RUS,Handball,Handball,"SCHMIDT, Wieland",GDR,Men,Handball,Gold
1980,Moscow,RUS,Handball,Handball,"VOIGT, Siegfried",GDR,Men,Handball,Gold
1980,Moscow,RUS,Handball,Handball,"WAHL, Frank-Michael",GDR,Men,Handball,Gold
1980,Moscow,RUS,Handball,Handball,"WIEGERT, Ingolf",GDR,Men,Handball,Gold
1980,Moscow,RUS,Handball,Handball,"ANPILOGOV, Aleksandr",URS,Men,Handball,Silver
1980,Moscow,RUS,Handball,Handball,"BELOV, Vladimir",URS,Men,Handball,Silver
1980,Moscow,RUS,Handball,Handball,"CHERNYSHOV, Evgeni",URS,Men,Handball,Silver
1980,Moscow,RUS,Handball,Handball,"FEDYUKIN, Anatoli",URS,Men,Handball,Silver
1980,Moscow,RUS,Handball,Handball,"ISHCHENKO, Mikhail",URS,Men,Handball,Silver
1980,Moscow,RUS,Handball,Handball,"KARSHAKEVICH, Aleksandr",URS,Men,Handball,Silver
1980,Moscow,RUS,Handball,Handball,"KIDYAEV, Yuri",URS,Men,Handball,Silver
1980,Moscow,RUS,Handball,Handball,"KRAVTSOV, Vladimir",URS,Men,Handball,Silver
1980,Moscow,RUS,Handball,Handball,"KUSHNIRYUK, Sergei",URS,Men,Handball,Silver
1980,Moscow,RUS,Handball,Handball,"MAKHORIN, Viktor",URS,Men,Handball,Silver
1980,Moscow,RUS,Handball,Handball,"NOVITSKI, Valdemar",URS,Men,Handball,Silver
1980,Moscow,RUS,Handball,Handball,"REPIEV, Vladimir",URS,Men,Handball,Silver
1980,Moscow,RUS,Handball,Handball,"TOMIN, Nikolai",URS,Men,Handball,Silver
1980,Moscow,RUS,Handball,Handball,"ZHUK, Aleksei",URS,Men,Handball,Silver
1980,Moscow,RUS,Handball,Handball,"HEINECKE, Birgit",GDR,Women,Handball,Bronze
1980,Moscow,RUS,Handball,Handball,"KRAUSE, Roswitha",GDR,Women,Handball,Bronze
1980,Moscow,RUS,Handball,Handball,"KRETZSCHMAR, Waltraud",GDR,Women,Handball,Bronze
1980,Moscow,RUS,Handball,Handball,"KRÜGER, Katrin",GDR,Women,Handball,Bronze
1980,Moscow,RUS,Handball,Handball,"KUNISCH, Kornelia",GDR,Women,Handball,Bronze
1980,Moscow,RUS,Handball,Handball,"MATZ, Evelyn",GDR,Women,Handball,Bronze
1980,Moscow,RUS,Handball,Handball,"RICHTER-HOCHMUT, Kristina",GDR,Women,Handball,Bronze
1980,Moscow,RUS,Handball,Handball,"ROST, Christina",GDR,Women,Handball,Bronze
1980,Moscow,RUS,Handball,Handball,"RÖTHER, Sabine",GDR,Women,Handball,Bronze
1980,Moscow,RUS,Handball,Handball,"RUDOLPH, Renate",GDR,Women,Handball,Bronze
1980,Moscow,RUS,Handball,Handball,"TIETZ, Marion",GDR,Women,Handball,Bronze
1980,Moscow,RUS,Handball,Handball,"UHLIG, Petra",GDR,Women,Handball,Bronze
1980,Moscow,RUS,Handball,Handball,"WUNDERLICH, Claudia",GDR,Women,Handball,Bronze
1980,Moscow,RUS,Handball,Handball,"ZOBER, Hannelore",GDR,Women,Handball,Bronze
1980,Moscow,RUS,Handball,Handball,"BEREZHNAYA-ODINOKOVA, Liubov",URS,Women,Handball,Gold
1980,Moscow,RUS,Handball,Handball,"BOBRUS-PARADNIK, Liudmila",URS,Women,Handball,Gold
1980,Moscow,RUS,Handball,Handball,"CHESAITITE-NENENENE, Aldona",URS,Women,Handball,Gold
1980,Moscow,RUS,Handball,Handball,"KARLOVA, Larisa",URS,Women,Handball,Gold
1980,Moscow,RUS,Handball,Handball,"LUKIANENKO, Natalia",URS,Women,Handball,Gold
1980,Moscow,RUS,Handball,Handball,"LUTAEVA, Valentina",URS,Women,Handball,Gold
1980,Moscow,RUS,Handball,Handball,"MAKARETS-KOCHERGINA, Tatiana",URS,Women,Handball,Gold
1980,Moscow,RUS,Handball,Handball,"PALCHIKOVA, Irina",URS,Women,Handball,Gold
1980,Moscow,RUS,Handball,Handball,"SAFINA, Yulia",URS,Women,Handball,Gold
1980,Moscow,RUS,Handball,Handball,"SAVKINA, Larisa",URS,Women,Handball,Gold
1980,Moscow,RUS,Handball,Handball,"SHERSTYUK-TIMOSHKINA, Natalia",URS,Women,Handball,Gold
1980,Moscow,RUS,Handball,Handball,"STRECHEN, Sigita",URS,Women,Handball,Gold
1980,Moscow,RUS,Handball,Handball,"TURCHINA, Zinaida",URS,Women,Handball,Gold
1980,Moscow,RUS,Handball,Handball,"ZUBAREVA, Olga",URS,Women,Handball,Gold
1980,Moscow,RUS,Handball,Handball,"ANASTASOVSKI, Svetlana",YUG,Women,Handball,Silver
1980,Moscow,RUS,Handball,Handball,"DJURICA, Mirjana",YUG,Women,Handball,Silver
1980,Moscow,RUS,Handball,Handball,"DRLJACA, Radmila",YUG,Women,Handball,Silver
1980,Moscow,RUS,Handball,Handball,"ILES, Katica",YUG,Women,Handball,Silver
1980,Moscow,RUS,Handball,Handball,"JEREMIC, Slavica",YUG,Women,Handball,Silver
1980,Moscow,RUS,Handball,Handball,"KITIC-DASIC, Svetlana",YUG,Women,Handball,Silver
1980,Moscow,RUS,Handball,Handball,"MERDAN-KOLAR, Jasna",YUG,Women,Handball,Silver
1980,Moscow,RUS,Handball,Handball,"MILOSEVIC, Vesna",YUG,Women,Handball,Silver
1980,Moscow,RUS,Handball,Handball,"OGNJENOVIC, Mirjana",YUG,Women,Handball,Silver
1980,Moscow,RUS,Handball,Handball,"RADOVIC, Vesna",YUG,Women,Handball,Silver
1980,Moscow,RUS,Handball,Handball,"SAVIC, Rada",YUG,Women,Handball,Silver
1980,Moscow,RUS,Handball,Handball,"TITLIC, Ana",YUG,Women,Handball,Silver
1980,Moscow,RUS,Handball,Handball,"VISNJIC, Biserka",YUG,Women,Handball,Silver
1980,Moscow,RUS,Handball,Handball,"VOJINOVIC, Zorica",YUG,Women,Handball,Silver
1980,Moscow,RUS,Hockey,Hockey,"AIRAPETYAN, Sos",URS,Men,Hockey,Bronze
1980,Moscow,RUS,Hockey,Hockey,"AZIZOV, Minneula",URS,Men,Hockey,Bronze
1980,Moscow,RUS,Hockey,Hockey,"BELIAKOV, Valeri",URS,Men,Hockey,Bronze
1980,Moscow,RUS,Hockey,Hockey,"DEPUTATOV, Viktor",URS,Men,Hockey,Bronze
1980,Moscow,RUS,Hockey,Hockey,"GONCHAROV, Aleksandr",URS,Men,Hockey,Bronze
1980,Moscow,RUS,Hockey,Hockey,"GUSEV, Aleksandr",URS,Men,Hockey,Bronze
1980,Moscow,RUS,Hockey,Hockey,"KLEVTSOV, Sergei",URS,Men,Hockey,Bronze
1980,Moscow,RUS,Hockey,Hockey,"LAMPEEV, Viacheslav",URS,Men,Hockey,Bronze
1980,Moscow,RUS,Hockey,Hockey,"MIASNIKOV, Aleksandr",URS,Men,Hockey,Bronze
1980,Moscow,RUS,Hockey,Hockey,"NICHEPURENKO, Mikhail",URS,Men,Hockey,Bronze
1980,Moscow,RUS,Hockey,Hockey,"PAVLOVSKI, Leonid",URS,Men,Hockey,Bronze
1980,Moscow,RUS,Hockey,Hockey,"PLESHAKOV, Sergei",URS,Men,Hockey,Bronze
1980,Moscow,RUS,Hockey,Hockey,"PLESHAKOV, Vladimir",URS,Men,Hockey,Bronze
1980,Moscow,RUS,Hockey,Hockey,"SYCHEV, Aleksandr",URS,Men,Hockey,Bronze
1980,Moscow,RUS,Hockey,Hockey,"ZAGORODNEV, Oleg",URS,Men,Hockey,Bronze
1980,Moscow,RUS,Hockey,Hockey,"ZIGANGIROV, Farit",URS,Men,Hockey,Bronze
1980,Moscow,RUS,Hockey,Hockey,"ALLAN, Schofield",IND,Men,Hockey,Gold
1980,Moscow,RUS,Hockey,Hockey,"AMARJIT RANA, Singh",IND,Men,Hockey,Gold
1980,Moscow,RUS,Hockey,Hockey,"BASKARAN, Baskaran",IND,Men,Hockey,Gold
1980,Moscow,RUS,Hockey,Hockey,"CHETTRI, Chettri",IND,Men,Hockey,Gold
1980,Moscow,RUS,Hockey,Hockey,"DEAVINDER, Singh",IND,Men,Hockey,Gold
1980,Moscow,RUS,Hockey,Hockey,"FERNANDES, Mervyn",IND,Men,Hockey,Gold
1980,Moscow,RUS,Hockey,Hockey,"GURMAIL, Singh",IND,Men,Hockey,Gold
1980,Moscow,RUS,Hockey,Hockey,"KAUSHIK, Maharaj Krishon",IND,Men,Hockey,Gold
